timestamp,building_id,floor_area_m2,occupants_est,insulation_factor,heating_efficiency,temperature_C,humidity_pct,wind_speed_m_s,solar_radiation_W_m2,precipitation_mm,is_holiday,day_of_week,hour_of_day,is_weekend,heating_setpoint_C,cooling_setpoint_C,energy_consumption_kwh,prev_24h_energy_kwh
2024-01-01 17:00:00,B001,1600,6,0.71,0.895,17.76,53.5,3.01,124.99,0.0,1,0,17,0,20,26,27.837,26.291588235294117
2024-01-01 18:00:00,B001,1600,2,0.71,0.895,19.9,64.1,2.85,0.0,0.0,1,0,18,0,18,26,25.75,26.377444444444443
2024-01-01 19:00:00,B001,1600,3,0.71,0.895,18.54,55.2,2.23,0.0,0.0,1,0,19,0,18,26,25.842,26.344421052631578
2024-01-01 20:00:00,B001,1600,3,0.71,0.895,15.95,63.2,3.37,0.0,0.0,1,0,20,0,20,26,29.658,26.3193
2024-01-01 21:00:00,B001,1600,2,0.71,0.895,16.86,62.7,1.89,0.0,0.0,1,0,21,0,20,26,29.064,26.478285714285715
2024-01-01 22:00:00,B001,1600,3,0.71,0.895,15.92,73.2,1.7,0.0,0.0,1,0,22,0,20,26,29.804,26.595818181818178
2024-01-01 23:00:00,B001,1600,2,0.71,0.895,17.29,66.3,2.32,0.0,0.0,1,0,23,0,20,26,28.043,26.735304347826087
2024-01-02 00:00:00,B001,1600,3,0.71,0.895,20.33,75.0,1.97,0.0,0.0,0,1,0,0,18,26,31.96,26.78979166666667
2024-01-02 01:00:00,B001,1600,3,0.71,0.895,19.31,71.3,4.87,0.0,0.0,0,1,1,0,18,26,32.127,26.91458333333333
2024-01-02 02:00:00,B001,1600,2,0.71,0.895,19.08,69.5,0.91,0.0,0.0,0,1,2,0,18,26,32.217,27.10875
2024-01-02 03:00:00,B001,1600,3,0.71,0.895,20.0,66.8,2.76,0.0,0.0,0,1,3,0,18,26,32.356,27.390333333333334
2024-01-02 04:00:00,B001,1600,2,0.71,0.895,21.76,59.0,3.45,0.0,0.0,0,1,4,0,18,26,32.304,27.657708333333332
2024-01-02 05:00:00,B001,1600,2,0.71,0.895,22.98,67.0,3.23,0.0,0.0,0,1,5,0,18,26,32.097,27.9175
2024-01-02 06:00:00,B001,1600,3,0.71,0.895,22.59,63.1,4.0,0.0,0.0,0,1,6,0,18,26,32.271,28.154875
2024-01-02 07:00:00,B001,1600,2,0.71,0.895,23.19,58.4,0.77,125.61,0.0,0,1,7,0,18,26,32.356,28.43916666666667
2024-01-02 08:00:00,B001,1600,5,0.71,0.895,20.62,55.6,3.7,242.75,0.0,0,1,8,0,18,26,32.236,28.70879166666667
2024-01-02 09:00:00,B001,1600,5,0.71,0.895,23.3,57.0,3.07,343.43,0.0,0,1,9,0,18,26,32.156,28.988083333333336
2024-01-02 10:00:00,B001,1600,5,0.71,0.895,24.04,60.3,3.18,420.76,0.0,0,1,10,0,18,24,32.259,29.267541666666663
2024-01-02 11:00:00,B001,1600,6,0.71,0.895,22.02,49.6,0.18,469.46,0.0,0,1,11,0,18,26,32.112,29.494083333333332
2024-01-02 12:00:00,B001,1600,5,0.71,0.895,19.65,49.9,4.11,486.2,0.0,0,1,12,0,18,26,32.148,29.770916666666665
2024-01-02 13:00:00,B001,1600,5,0.71,0.895,19.82,53.5,6.17,469.8,0.0,0,1,13,0,18,26,32.391,30.037041666666667
2024-01-02 14:00:00,B001,1600,5,0.71,0.895,20.62,51.6,3.59,421.36,0.0,0,1,14,0,18,26,31.81,30.315416666666668
2024-01-02 15:00:00,B001,1600,5,0.71,0.895,19.33,59.8,3.91,344.16,0.0,0,1,15,0,18,26,32.044,30.575708333333335
2024-01-02 16:00:00,B001,1600,6,0.71,0.895,22.84,54.8,2.49,243.44,0.0,0,1,16,0,18,26,32.061,30.708624999999998
2024-01-02 17:00:00,B001,1600,6,0.71,0.895,18.35,60.4,0.17,126.06,0.0,0,1,17,0,18,26,32.106,30.954291666666666
2024-01-02 18:00:00,B001,1600,2,0.71,0.895,17.28,57.6,1.77,0.0,0.0,0,1,18,0,20,26,34.558,31.132166666666667
2024-01-02 19:00:00,B001,1600,2,0.71,0.895,16.11,68.1,2.1,0.0,0.0,0,1,19,0,20,26,35.35,31.499166666666667
2024-01-02 20:00:00,B001,1600,2,0.71,0.895,18.21,59.6,0.93,0.0,0.0,0,1,20,0,18,26,32.015,31.895333333333337
2024-01-02 21:00:00,B001,1600,2,0.71,0.895,16.25,69.3,4.63,0.0,0.0,0,1,21,0,20,26,35.858,31.99354166666667
2024-01-02 22:00:00,B001,1600,2,0.71,0.895,18.69,61.5,1.08,0.0,0.0,0,1,22,0,18,26,31.854,32.276625
2024-01-02 23:00:00,B001,1600,3,0.71,0.895,18.94,70.0,2.01,0.0,0.0,0,1,23,0,18,26,31.807,32.36204166666666
2024-01-03 00:00:00,B001,1600,3,0.71,0.895,17.47,67.7,2.0,0.0,0.018,0,2,0,0,20,26,34.425,32.518875
2024-01-03 01:00:00,B001,1600,3,0.71,0.895,20.47,74.5,1.89,0.0,0.0,0,2,1,0,18,26,31.997,32.621583333333334
2024-01-03 02:00:00,B001,1600,2,0.71,0.895,22.17,67.9,2.05,0.0,0.0,0,2,2,0,18,26,32.27,32.616166666666665
2024-01-03 03:00:00,B001,1600,2,0.71,0.895,19.2,60.5,0.11,0.0,0.0,0,2,3,0,18,26,32.45,32.618375
2024-01-03 04:00:00,B001,1600,2,0.71,0.895,24.53,61.6,0.64,0.0,0.0,0,2,4,0,18,24,32.844,32.62229166666666
2024-01-03 05:00:00,B001,1600,3,0.71,0.895,21.96,63.5,3.19,0.0,0.0,0,2,5,0,18,26,32.003,32.64479166666667
2024-01-03 06:00:00,B001,1600,2,0.71,0.895,25.43,57.7,2.6,0.0,0.0,0,2,6,0,18,24,33.026,32.640875
2024-01-03 07:00:00,B001,1600,2,0.71,0.895,22.34,54.0,2.18,126.68,0.0,0,2,7,0,18,26,32.032,32.672333333333334
2024-01-03 08:00:00,B001,1600,6,0.71,0.895,22.5,60.5,5.04,244.82,0.149,0,2,8,0,18,26,32.261,32.658833333333334
2024-01-03 09:00:00,B001,1600,6,0.71,0.895,22.46,52.9,3.41,346.35,0.0,0,2,9,0,18,26,32.242,32.659875
2024-01-03 10:00:00,B001,1600,6,0.71,0.895,23.75,52.1,3.91,424.34,0.0,0,2,10,0,18,26,32.075,32.66345833333333
2024-01-03 11:00:00,B001,1600,6,0.71,0.895,23.21,51.5,2.17,473.45,0.0,0,2,11,0,18,26,31.875,32.655791666666666
2024-01-03 12:00:00,B001,1600,5,0.71,0.895,22.53,55.3,1.7,490.33,0.0,0,2,12,0,18,26,31.851,32.645916666666665
2024-01-03 13:00:00,B001,1600,6,0.71,0.895,19.76,50.9,1.98,473.78,0.0,0,2,13,0,18,26,32.105,32.633541666666666
2024-01-03 14:00:00,B001,1600,6,0.71,0.895,22.62,46.4,1.01,424.93,0.0,0,2,14,0,18,26,32.162,32.621625
2024-01-03 15:00:00,B001,1600,6,0.71,0.895,18.28,55.6,2.28,347.08,0.027,0,2,15,0,18,26,32.003,32.636291666666665
2024-01-03 16:00:00,B001,1600,5,0.71,0.895,15.48,61.9,4.74,245.51,0.0,0,2,16,0,20,26,36.351,32.63458333333333
2024-01-03 17:00:00,B001,1600,6,0.71,0.895,20.73,59.9,0.67,127.13,0.0,0,2,17,0,18,26,32.47,32.81333333333333
2024-01-03 18:00:00,B001,1600,3,0.71,0.895,18.89,54.4,1.46,0.0,0.0,0,2,18,0,18,26,32.153,32.8285
2024-01-03 19:00:00,B001,1600,2,0.71,0.895,18.65,50.3,2.41,0.0,0.0,0,2,19,0,18,26,32.194,32.72829166666667
2024-01-03 20:00:00,B001,1600,2,0.71,0.895,16.77,69.9,2.62,0.0,0.0,0,2,20,0,20,26,35.451,32.59679166666667
2024-01-03 21:00:00,B001,1600,3,0.71,0.895,17.92,72.7,5.07,0.0,0.0,0,2,21,0,20,26,34.143,32.739958333333334
2024-01-03 22:00:00,B001,1600,3,0.71,0.895,17.33,69.9,2.89,0.0,0.0,0,2,22,0,20,26,34.58,32.6685
2024-01-03 23:00:00,B001,1600,3,0.71,0.895,20.85,74.1,3.1,0.0,0.0,0,2,23,0,18,26,32.053,32.78208333333333
2024-01-04 00:00:00,B001,1600,3,0.71,0.895,16.82,68.1,3.56,0.0,0.0,0,3,0,0,20,26,35.28,32.79233333333333
2024-01-04 01:00:00,B001,1600,3,0.71,0.895,19.36,71.9,0.75,0.0,0.0,0,3,1,0,18,26,31.849,32.827958333333335
2024-01-04 02:00:00,B001,1600,2,0.71,0.895,20.93,67.7,0.41,0.0,0.0,0,3,2,0,18,26,32.401,32.82179166666666
2024-01-04 03:00:00,B001,1600,2,0.71,0.895,22.88,74.5,1.44,0.0,0.0,0,3,3,0,18,26,32.333,32.82725
2024-01-04 04:00:00,B001,1600,3,0.71,0.895,19.62,62.9,4.23,0.0,0.0,0,3,4,0,18,26,31.882,32.822375
2024-01-04 05:00:00,B001,1600,2,0.71,0.895,19.74,65.4,3.38,0.0,0.0,0,3,5,0,18,26,31.998,32.782291666666666
2024-01-04 06:00:00,B001,1600,3,0.71,0.895,22.26,47.7,2.57,0.0,0.0,0,3,6,0,18,26,32.048,32.78208333333333
2024-01-04 07:00:00,B001,1600,2,0.71,0.895,22.1,57.6,2.97,127.75,0.0,0,3,7,0,18,26,32.144,32.74133333333334
2024-01-04 08:00:00,B001,1600,6,0.71,0.895,24.72,49.7,1.66,246.88,0.0,0,3,8,0,18,24,32.432,32.746
2024-01-04 09:00:00,B001,1600,6,0.71,0.895,21.89,60.1,1.66,349.27,0.0,0,3,9,0,18,26,31.649,32.753125000000004
2024-01-04 10:00:00,B001,1600,6,0.71,0.895,22.82,48.3,2.13,427.91,0.0,0,3,10,0,18,26,32.331,32.72841666666667
2024-01-04 11:00:00,B001,1600,5,0.71,0.895,21.44,43.6,1.83,477.44,0.0,0,3,11,0,18,26,31.554,32.73908333333333
2024-01-04 12:00:00,B001,1600,5,0.71,0.895,21.43,41.7,4.57,494.45,0.0,0,3,12,0,18,26,32.341,32.72570833333334
2024-01-04 13:00:00,B001,1600,5,0.71,0.895,18.96,58.8,0.42,477.77,0.0,0,3,13,0,18,26,31.934,32.746125
2024-01-04 14:00:00,B001,1600,5,0.71,0.895,20.64,56.5,2.13,428.5,0.0,0,3,14,0,18,26,32.033,32.739
2024-01-04 15:00:00,B001,1600,6,0.71,0.895,17.9,49.9,4.22,349.99,0.0,0,3,15,0,20,26,34.055,32.733625
2024-01-04 16:00:00,B001,1600,6,0.71,0.895,19.27,52.6,4.47,247.57,0.0,0,3,16,0,18,26,32.087,32.819125
2024-01-04 17:00:00,B001,1600,5,0.71,0.895,18.68,62.0,3.48,128.2,0.0,0,3,17,0,18,26,32.2,32.64145833333333
2024-01-04 18:00:00,B001,1600,3,0.71,0.895,16.9,56.1,1.45,0.0,0.0,0,3,18,0,20,26,35.024,32.630208333333336
2024-01-04 19:00:00,B001,1600,3,0.71,0.895,16.6,62.6,1.99,0.0,0.0,0,3,19,0,20,26,35.191,32.749833333333335
2024-01-04 20:00:00,B001,1600,2,0.71,0.895,18.93,62.2,3.0,0.0,0.0,0,3,20,0,18,26,32.222,32.87470833333334
2024-01-04 21:00:00,B001,1600,3,0.71,0.895,19.67,70.0,3.96,0.0,0.0,0,3,21,0,18,26,32.104,32.74016666666667
2024-01-04 22:00:00,B001,1600,2,0.71,0.895,18.28,68.9,4.43,0.0,0.0,0,3,22,0,18,26,32.495,32.65520833333333
2024-01-04 23:00:00,B001,1600,3,0.71,0.895,20.39,71.5,4.56,0.0,0.0,0,3,23,0,18,26,31.973,32.568333333333335
2024-01-05 00:00:00,B001,1600,3,0.71,0.895,19.44,60.6,3.66,0.0,0.0,0,4,0,0,18,26,32.249,32.565000000000005
2024-01-05 01:00:00,B001,1600,2,0.71,0.895,20.82,70.3,1.92,0.0,0.0,0,4,1,0,18,26,31.994,32.43870833333334
2024-01-05 02:00:00,B001,1600,2,0.71,0.895,17.9,73.2,0.11,0.0,0.0,0,4,2,0,20,26,33.958,32.44475
2024-01-05 03:00:00,B001,1600,2,0.71,0.895,24.46,62.5,3.17,0.0,0.0,0,4,3,0,18,24,32.356,32.509625
2024-01-05 04:00:00,B001,1600,3,0.71,0.895,22.2,70.4,2.59,0.0,0.0,0,4,4,0,18,26,32.279,32.51058333333334
2024-01-05 05:00:00,B001,1600,3,0.71,0.895,23.28,56.2,0.94,0.0,0.04,0,4,5,0,18,26,32.31,32.527125000000005
2024-01-05 06:00:00,B001,1600,2,0.71,0.895,24.4,58.6,2.05,0.0,0.0,0,4,6,0,18,24,32.293,32.540124999999996
2024-01-05 07:00:00,B001,1600,2,0.71,0.895,22.28,67.2,2.26,128.82,0.0,0,4,7,0,18,26,32.35,32.550333333333334
2024-01-05 08:00:00,B001,1600,6,0.71,0.895,23.86,55.2,3.46,248.94,0.0,0,4,8,0,18,26,32.342,32.55891666666667
2024-01-05 09:00:00,B001,1600,5,0.71,0.895,23.58,61.8,2.8,352.18,0.0,0,4,9,0,18,26,32.132,32.555166666666665
2024-01-05 10:00:00,B001,1600,5,0.71,0.895,23.77,47.4,3.07,431.48,0.101,0,4,10,0,18,26,32.173,32.575291666666665
2024-01-05 11:00:00,B001,1600,5,0.71,0.895,23.66,46.0,2.23,481.42,0.0,0,4,11,0,18,26,31.808,32.56870833333334
2024-01-05 12:00:00,B001,1600,5,0.71,0.895,23.84,51.1,2.59,498.57,0.0,0,4,12,0,18,26,32.229,32.57929166666667
2024-01-05 13:00:00,B001,1600,5,0.71,0.895,20.02,39.5,2.03,481.75,0.0,0,4,13,0,18,26,31.749,32.574625
2024-01-05 14:00:00,B001,1600,5,0.71,0.895,22.9,54.1,5.0,432.07,0.0,0,4,14,0,18,26,32.121,32.566916666666664
2024-01-05 15:00:00,B001,1600,5,0.71,0.895,21.88,56.5,2.15,352.91,0.0,0,4,15,0,18,26,32.057,32.57058333333333
2024-01-05 16:00:00,B001,1600,6,0.71,0.895,15.96,54.9,1.76,249.63,0.0,0,4,16,0,20,26,35.703,32.48733333333333
2024-01-05 17:00:00,B001,1600,5,0.71,0.895,16.59,58.3,3.59,129.26,0.0,0,4,17,0,20,26,35.161,32.638
2024-01-05 18:00:00,B001,1600,3,0.71,0.895,18.01,62.3,3.48,0.0,0.0,0,4,18,0,18,26,32.144,32.761375
2024-01-05 19:00:00,B001,1600,3,0.71,0.895,18.59,68.8,2.4,0.0,0.0,0,4,19,0,18,26,32.13,32.641375000000004
2024-01-05 20:00:00,B001,1600,3,0.71,0.895,16.3,68.2,2.76,0.0,0.0,0,4,20,0,20,26,35.493,32.51383333333333
2024-01-05 21:00:00,B001,1600,2,0.71,0.895,20.36,67.1,1.45,0.0,0.0,0,4,21,0,18,26,32.022,32.650124999999996
2024-01-05 22:00:00,B001,1600,2,0.71,0.895,15.52,74.9,4.98,0.0,0.0,0,4,22,0,20,26,36.036,32.646708333333336
2024-01-05 23:00:00,B001,1600,2,0.71,0.895,15.69,66.7,2.81,0.0,0.0,0,4,23,0,20,26,35.881,32.794250000000005
2024-01-06 00:00:00,B001,1600,2,0.71,0.895,19.14,64.9,4.05,0.0,0.0,0,5,0,1,18,26,28.827,32.95708333333334
2024-01-06 01:00:00,B001,1600,2,0.71,0.895,20.68,66.9,4.31,0.0,0.0,0,5,1,1,18,26,28.524,32.8145
2024-01-06 02:00:00,B001,1600,2,0.71,0.895,20.01,62.5,2.72,0.0,0.076,0,5,2,1,18,26,28.847,32.66991666666667
2024-01-06 03:00:00,B001,1600,2,0.71,0.895,22.08,70.9,3.27,0.0,0.0,0,5,3,1,18,26,28.981,32.45695833333333
2024-01-06 04:00:00,B001,1600,2,0.71,0.895,23.25,58.5,2.17,0.0,0.0,0,5,4,1,18,26,28.85,32.31633333333333
2024-01-06 05:00:00,B001,1600,2,0.71,0.895,23.8,71.5,2.02,0.0,0.0,0,5,5,1,18,26,28.986,32.173458333333336
2024-01-06 06:00:00,B001,1600,2,0.71,0.895,19.87,67.6,0.27,0.0,0.0,0,5,6,1,18,26,28.739,32.034958333333336
2024-01-06 07:00:00,B001,1600,2,0.71,0.895,25.14,46.0,4.22,129.88,0.0,0,5,7,1,18,24,29.064,31.886875000000003
2024-01-06 08:00:00,B001,1600,4,0.71,0.895,22.41,57.6,2.48,251.0,0.0,0,5,8,1,18,26,28.96,31.749958333333336
2024-01-06 09:00:00,B001,1600,4,0.71,0.895,25.2,57.8,3.36,355.09,0.0,0,5,9,1,18,24,29.42,31.60904166666667
2024-01-06 10:00:00,B001,1600,4,0.71,0.895,23.23,60.5,2.01,435.04,0.0,0,5,10,1,18,26,28.54,31.496041666666667
2024-01-06 11:00:00,B001,1600,4,0.71,0.895,23.21,61.6,1.38,485.39,0.0,0,5,11,1,18,26,28.662,31.344666666666665
2024-01-06 12:00:00,B001,1600,4,0.71,0.895,18.34,48.1,4.1,502.69,0.0,0,5,12,1,18,26,28.567,31.213583333333332
2024-01-06 13:00:00,B001,1600,4,0.71,0.895,24.47,44.5,1.68,485.73,0.0,0,5,13,1,18,24,29.156,31.061000000000003
2024-01-06 14:00:00,B001,1600,4,0.71,0.895,21.84,52.4,3.54,435.64,0.0,0,5,14,1,18,26,28.566,30.95295833333333
2024-01-06 15:00:00,B001,1600,4,0.71,0.895,18.52,49.9,4.06,355.82,0.0,0,5,15,1,18,26,28.627,30.804833333333335
2024-01-06 16:00:00,B001,1600,4,0.71,0.895,18.28,52.5,3.0,251.69,0.0,0,5,16,1,18,26,28.841,30.66191666666667
2024-01-06 17:00:00,B001,1600,5,0.71,0.895,18.03,60.1,0.87,130.33,0.0,0,5,17,1,18,26,28.961,30.376
2024-01-06 18:00:00,B001,1600,2,0.71,0.895,19.08,56.8,1.4,0.0,0.0,0,5,18,1,18,26,28.835,30.117666666666665
2024-01-06 19:00:00,B001,1600,2,0.71,0.895,18.25,62.3,3.47,0.0,0.0,0,5,19,1,18,26,28.482,29.979791666666667
2024-01-06 20:00:00,B001,1600,2,0.71,0.895,17.14,65.4,2.27,0.0,0.0,0,5,20,1,20,26,31.262,29.827791666666666
2024-01-06 21:00:00,B001,1600,2,0.71,0.895,18.4,63.5,3.59,0.0,0.0,0,5,21,1,18,26,28.917,29.651500000000002
2024-01-06 22:00:00,B001,1600,2,0.71,0.895,18.92,68.7,5.23,0.0,0.0,0,5,22,1,18,26,28.659,29.522125000000003
2024-01-06 23:00:00,B001,1600,2,0.71,0.895,16.3,66.8,1.41,0.0,0.0,0,5,23,1,20,26,32.483,29.214750000000006
2024-01-07 00:00:00,B001,1600,2,0.71,0.895,21.41,68.4,1.96,0.0,0.0,0,6,0,1,18,26,28.421,29.073166666666665
2024-01-07 01:00:00,B001,1600,2,0.71,0.895,16.94,71.2,3.9,0.0,0.0,0,6,1,1,20,26,31.676,29.056250000000002
2024-01-07 02:00:00,B001,1600,2,0.71,0.895,24.55,78.4,1.82,0.0,0.0,0,6,2,1,18,24,28.95,29.187583333333333
2024-01-07 03:00:00,B001,1600,2,0.71,0.895,16.33,64.2,2.23,0.0,0.0,0,6,3,1,20,26,32.056,29.191875
2024-01-07 04:00:00,B001,1600,2,0.71,0.895,22.5,69.8,3.97,0.0,0.0,0,6,4,1,18,26,28.573,29.319999999999997
2024-01-07 05:00:00,B001,1600,2,0.71,0.895,19.76,75.4,2.68,0.0,0.0,0,6,5,1,18,26,28.824,29.308458333333334
2024-01-07 06:00:00,B001,1600,2,0.71,0.895,23.71,64.9,3.53,0.0,0.0,0,6,6,1,18,26,28.737,29.301708333333334
2024-01-07 07:00:00,B001,1600,2,0.71,0.895,24.72,48.9,1.42,130.95,0.0,0,6,7,1,18,24,29.099,29.301624999999998
2024-01-07 08:00:00,B001,1600,4,0.71,0.895,24.9,57.3,4.14,253.06,0.0,0,6,8,1,18,24,29.12,29.303083333333333
2024-01-07 09:00:00,B001,1600,4,0.71,0.895,25.19,58.0,1.89,358.0,0.0,0,6,9,1,18,24,29.634,29.309749999999998
2024-01-07 10:00:00,B001,1600,4,0.71,0.895,22.73,56.4,1.75,438.6,0.0,0,6,10,1,18,26,28.75,29.31866666666667
2024-01-07 11:00:00,B001,1600,4,0.71,0.895,24.84,51.2,1.33,489.36,0.0,0,6,11,1,18,24,29.125,29.327416666666668
2024-01-07 12:00:00,B001,1600,4,0.71,0.895,22.24,43.3,4.54,506.8,0.0,0,6,12,1,18,26,28.846,29.346708333333336
2024-01-07 13:00:00,B001,1600,4,0.71,0.895,21.74,53.4,1.06,489.69,0.0,0,6,13,1,18,26,28.734,29.358333333333334
2024-01-07 14:00:00,B001,1600,5,0.71,0.895,21.28,54.5,3.64,439.2,0.0,0,6,14,1,18,26,28.642,29.34075
2024-01-07 15:00:00,B001,1600,4,0.71,0.895,20.88,49.1,2.5,358.72,0.0,0,6,15,1,18,26,28.855,29.34391666666667
2024-01-07 16:00:00,B001,1600,5,0.71,0.895,18.51,56.6,1.99,253.74,0.0,0,6,16,1,18,26,29.221,29.353416666666664
2024-01-07 17:00:00,B001,1600,4,0.71,0.895,17.78,61.0,0.9,131.39,0.0,0,6,17,1,20,26,30.946,29.369250000000005
2024-01-07 18:00:00,B001,1600,2,0.71,0.895,17.81,65.7,2.0,0.0,0.0,0,6,18,1,20,26,31.043,29.451958333333334
2024-01-07 19:00:00,B001,1600,2,0.71,0.895,20.2,61.5,3.95,0.0,0.0,0,6,19,1,18,26,29.113,29.543958333333332
2024-01-07 20:00:00,B001,1600,2,0.71,0.895,18.75,65.7,3.12,0.0,0.0,0,6,20,1,18,26,28.906,29.57025
2024-01-07 21:00:00,B001,1600,2,0.71,0.895,17.89,68.6,0.44,0.0,0.0,0,6,21,1,20,26,31.073,29.47208333333333
2024-01-07 22:00:00,B001,1600,2,0.71,0.895,18.95,63.4,0.04,0.0,0.0,0,6,22,1,18,26,28.835,29.561916666666665
2024-01-07 23:00:00,B001,1600,2,0.71,0.895,18.36,73.5,4.42,0.0,0.0,0,6,23,1,18,26,28.416,29.569249999999997
2024-01-08 00:00:00,B001,1600,2,0.71,0.895,19.06,66.7,3.3,0.0,0.0,0,0,0,0,18,26,31.824,29.39979166666667
2024-01-08 01:00:00,B001,1600,3,0.71,0.895,21.77,76.1,3.33,0.0,0.0,0,0,1,0,18,26,32.255,29.54158333333333
2024-01-08 02:00:00,B001,1600,3,0.71,0.895,23.08,73.8,2.67,0.0,0.044,0,0,2,0,18,26,32.492,29.565708333333333
2024-01-08 03:00:00,B001,1600,2,0.71,0.895,21.25,60.8,5.63,0.0,0.0,0,0,3,0,18,26,31.942,29.713291666666667
2024-01-08 04:00:00,B001,1600,3,0.71,0.895,21.32,68.1,2.26,0.0,0.0,0,0,4,0,18,26,32.457,29.708541666666672
2024-01-08 05:00:00,B001,1600,3,0.71,0.895,21.72,62.3,1.7,0.0,0.0,0,0,5,0,18,26,31.927,29.870375
2024-01-08 06:00:00,B001,1600,3,0.71,0.895,21.72,67.1,1.47,0.0,0.0,0,0,6,0,18,26,32.063,29.999666666666666
2024-01-08 07:00:00,B001,1600,3,0.71,0.895,28.03,47.0,0.96,132.01,0.0,0,0,7,0,18,24,34.341,30.13825
2024-01-08 08:00:00,B001,1600,6,0.71,0.895,27.07,57.4,2.67,255.11,0.0,0,0,8,0,18,24,33.988,30.356666666666666
2024-01-08 09:00:00,B001,1600,5,0.71,0.895,26.46,47.5,0.35,360.9,0.0,0,0,9,0,18,24,33.559,30.5595
2024-01-08 10:00:00,B001,1600,5,0.71,0.895,22.92,45.4,5.62,442.16,0.0,0,0,10,0,18,26,32.007,30.723041666666663
2024-01-08 11:00:00,B001,1600,6,0.71,0.895,22.12,49.0,1.7,493.33,0.0,0,0,11,0,18,26,32.543,30.85875
2024-01-08 12:00:00,B001,1600,6,0.71,0.895,22.45,49.3,3.44,510.9,0.0,0,0,12,0,18,26,32.102,31.001166666666666
2024-01-08 13:00:00,B001,1600,5,0.71,0.895,21.07,52.6,2.2,493.66,0.006,0,0,13,0,18,26,31.87,31.136833333333332
2024-01-08 14:00:00,B001,1600,6,0.71,0.895,20.0,55.3,2.83,442.75,0.0,0,0,14,0,18,26,32.434,31.267500000000002
2024-01-08 15:00:00,B001,1600,6,0.71,0.895,20.28,52.4,2.57,361.62,0.0,0,0,15,0,18,26,32.163,31.4255
2024-01-08 16:00:00,B001,1600,6,0.71,0.895,20.42,52.5,2.0,255.79,0.0,0,0,16,0,18,26,32.427,31.563333333333333
2024-01-08 17:00:00,B001,1600,6,0.71,0.895,18.73,60.0,3.93,132.45,0.0,0,0,17,0,18,26,31.906,31.696916666666667
2024-01-08 18:00:00,B001,1600,3,0.71,0.895,19.38,72.3,2.63,0.0,0.0,0,0,18,0,18,26,32.181,31.73691666666667
2024-01-08 19:00:00,B001,1600,3,0.71,0.895,15.59,62.2,3.63,0.0,0.0,0,0,19,0,20,26,36.251,31.784333333333336
2024-01-08 20:00:00,B001,1600,2,0.71,0.895,17.88,70.6,0.71,0.0,0.0,0,0,20,0,20,26,33.995,32.08175
